Tweet,Sentiment
@ITV Why is football on ITV taking over INTERESTING programs like @itvcorrie and @emmerdale ?? Cant football go on https://t.co/XM4OVC8hgf,neutral
"""We've lost three on the bounce now so we've got to try and stop that straight away."" - No relegation panic for https://t.co/TW5ZziHgPJ",negative
"Antoinette ""Toni"" Harris: Her Bright Football Future - https://t.co/X3INJjQJjm #blackexcellence",neutral
@kdkilbane77 @VMSportIE Good luck in retirement Jon  seen you play live at St James &amp; you gave 100% &amp; never stop https://t.co/sQoGk4HnnL,positive
@Robert__Douglas Charging folk to play football would be first to go. Let anyone and everyone have a kickabout for https://t.co/8NRTDwzrOE,neutral
Great to catch up with @ATFCPolice today regarding @DerbysMobile and getting the football briefings into the hands https://t.co/WW6KWsMEqY,neutral
american football (LP3),neutral
@LucasMoura7 Hey Lucas my friend  How are you feeling? Nice to have a few days off from football?,positive
Ney Boy Challenge https://t.co/V3BsbOOtbG #neymarchallenge #caicai #pixel #pixelart #copadomundo #worldcup #crybaby https://t.co/nDMoclOC6E,neutral
Well worded bro!Let the @thenff and @PinnickAmaju hear. This habit of governors paying to host matches in their sub https://t.co/6rgqQwOo7O,neutral
"Former Stoke and Ireland football star, Jonathan Walters announces his retirement from football at 35 over injury https://t.co/0gfv6xqSo8",neutral
"@therickyvilla You have to be a complete melon if you think we should sell Eriksen ,he is top 3 best midfielders in https://t.co/XRFftRz4Zq",positive
"NY/NJ/CT high school football players - @SimmsCompleteQB is holding a QB, WR, and RB football camp on April 13th an https://t.co/vtPzKMTdQq",neutral
The Miami Hurricanes Mercilessly Beat the Notre Dame Fighting Irish in a 2017 rematch #football #miami https://t.co/NQF5SLpM5L,neutral
Peter Beardsley charged by the FA for racial abuse.He should look in the mirror good player but has to be the ugliest man to play football,positive
International football...zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz,neutral
Brendan Kurie is on the phone with new Old Rochester football coach @BryceGuilbeault. Check back later to hear from https://t.co/QUjKC6Izq4,neutral
@chrisgb00 They still must be upset about football and baseball.,neutral
i miss college football. fall can't get her fast enough.,negative
"Welcome to the Viking Brotherhood  
WR - Dorian Furtado @furtadoupnext  
Leilehua High School (HI) @Leilehuamightym https://t.co/20V9FO7SPv",neutral
@OU_Football has a  top 5 pick in Kyler Murray! #NFLDraft,positive
"#https://linkfinal.com/S7yn3DE
#lacoupa#football #",neutral
@Karmi_bug @DickYoungsGhost @NYPDTransit @NYPDDetectives @NYPDnews @BilldeBlasio @NYCTSubway @EricFPhillips https://t.co/quPMHeaUR4,neutral
"@DJW_1955 Brian Clough was asked what he thought about football in Scotland, his reply, I think it would be a great idea ",neutral
"Brace yourself....the explosive, long awaited, much anticipated, Robert Mueller Report is coming!",neutral
"Some great moments of first day in Cox's bazar

#Coxsbazar
#Raffle_draw_Winners 
#Football_Match :) :)",positive
"Live International Football
TONIGHT

#ThreeLions #ENGCZE #Football #LiveSport #manchester #MCR https://t.co/t3Vy9axrTT",neutral
@jeffborzello Ferentz would say it's football,neutral
I'm not even fully invested in this proposal. I'm fully invested in a trid and true look at the feasibility behind https://t.co/QP2q1129m1,neutral
"@ccurts2 Why not? Though when football did this they also went to squad numbers, which opened the door to player na https://t.co/Hj5GOAO4SV",negative
@impactbyhannah @brianschatz Isnt that why we have public debates that are televised nation wide? Maybe we need mo https://t.co/3jHJF3wKZF,neutral
"@richmooksmith @SlothLifeTV I work for sky tv, and you really dont have a clue what youre talking about how https://t.co/BymllYtbkD",negative
"- Frank Lampards long-term future at Derby in doubt as Mel Morris tries to cut costs
- Everton had option to re-si https://t.co/8Xsk8awrpN",neutral
"@TheRickWilson Media = Charlie Brown
Football = Mueller report rumour
Lucy = Trump apparatchiks https://t.co/TaNAnErFvw",neutral
I can say one thing regular season was ok but its not enough to get season tickets again I didnt have nearly as m https://t.co/iWQjjV6p3b,negative
Does Anyone Agree With France Football That Jrgen Klopp Is The 27th Best Manager Of All-Time? https://t.co/mkWp1IQOdR,neutral
@BillsMafiaHouse @OneBillsLive I didnt make that guarantee. I also didnt say he wast the best RB in football. I d https://t.co/f5VOBuQfzl,positive
So apparently Kazakhstan was trending yesterday because Scotland lost to Kz in a football match LMAO HOW DID THAT HAPPEN,negative
@_kbolden @MGCCC_AD @SouthernMissFB @MGCCC_FOOTBALL @MGCCCBulldogs Look the ball in bruh,neutral
@MatthewMcdanie5 @totalcfb And if you think Ed O is a better coach than Chris Peterson then theres really no point https://t.co/XusIOgXH3A,negative
"ICYMI | Four options for Real Madrid if Varane leaves
https://t.co/olCGtiRcti",neutral
@DougLesmerises @BuckeyeTalkPod Heres why- I go out of my way to find OSU football info. I dont with basketball a https://t.co/R7Fqioyewm,negative
Do you play football  No https://t.co/XabCG5wVV2,neutral
@XuBarstool Idc about the basketball program anymore all my eggs are in football,negative
"This Botswana v Angola game and events that unfolded, PA system &amp; lights, are evidence of the level of football &amp; m https://t.co/BLcsZsSWNI",neutral
what football??? https://t.co/mOXtNaZ2W8,neutral
"My favorite website for highlights from football all around Europe has featured me in an article, and I honestly co https://t.co/ccSJ8MDAn0",neutral
An East Walnut Hills Drawing Center Celebrates Its 15th Anniversary - National Football League News - https://t.co/O7hdnk0kYY,neutral
"Rotherham United, Sheffield United, Leeds United, Middlesbrough, Sheffield Wednesday and Hull City wait for Trotter https://t.co/XilGxwDBaU",neutral
I'm tired of the Messi/Cristiano discussion. There are multiple interesting football topics and you all only can ta https://t.co/kaWnHysQgG,neutral
Might not affect the national team but in terms of football overall in Scotland.. the prices of 5-a-side pitches ar https://t.co/euG00H99mW,neutral
@tjfstanford Awww thanks for sharing this. Im so excited for football season. Excited for all the guys to do their thang on the field ,positive
"This guy just has chest and pace. No football sense. 

Proper example of ""magnitude with no direction"" https://t.co/J4WK0Cu6vK",negative
Days like today make me happy for Ohio State football season. My only reason for hope,positive
@iam99problems @Joseph_Duarte 1st and foremost take a look at how many DI universities actually make a profit off o https://t.co/HE6pjh6mAX,neutral
"Mick Cronin is terrible when the pressure is on, and halftime adjustments. Talking about he didnt like when OSU fo https://t.co/AzZxHq8sgH",negative
"@TheHerd @ColinCowherd Colin, I'm footballed out. I know that's where your highest  ratings come from, talking foot https://t.co/WPg7jux6FR",neutral
Pep Guardiola praying Manchester City players return injury-free for quadruple bid https://t.co/1ZqMUO6fgn via https://t.co/oKyHwfszt8,neutral
detention because a group of football players wore flip-flops on the last day before break or some shit https://t.co/qz5gajml43,neutral
Arsenal fans set to vote Marmite midfielder Granit Xhaka their player of the season https://t.co/WvOOQqMsKJ,neutral
"Stopped by the Texas Sports Hall of Fame. Obviously there's a ton of football stuff, but I took pics of the stuff t https://t.co/dsTMA0xTID",neutral
@dphdofficial I started supporting Barca the day I started watching football.. I was a big cricket fan back then di https://t.co/jDi9fvlXme,positive
@WaypharersV @AUstressball @ZainHarrison84 @SECNetwork @Vol_Hoops Why bring up football in basketball season?,neutral
"Excellent article this, and best of luck to honorary Maidonians @TheOneComs and @A17Clifton   https://t.co/pqk7Uytvg2",positive
 I wonder if we are allowed to watch England play football tonight on the free airwaves that our ancestors died fo https://t.co/RGMShWldvY,neutral
"new american football ?? 
new tame impala, and it's actually good ????",neutral
Very best wishes to former @IpswichTown player @jonwalters19 who has announced his retirement from football. It was https://t.co/chR51bgF3q,positive
"""Football without fans is nothing."" #NothingMattersMore https://t.co/ETu6kx63We",neutral
@ciarandavies_ Toni Kroos is the biggest myth in world football. What a fucking fraud of a man.,negative
"Havent heard about 2020 DE Jalen Thompson yet? Dont worry, you will.

@MichaelClarkPP has the latest on the talen https://t.co/1MzYjESAvR",neutral
Saquon I think has to be the easiest 1st overall pick in fantasy football ever,positive
Power through Football season with top of the line knee protection - Donjoy Defiance III Knee Brace. Available now https://t.co/sYZHtJFWj5,neutral
Proposed rule would let scoring teams enforce personal fouls on the PAT - National Football League News - https://t.co/YBf4enoJZZ,neutral
"#FCIM keen on summer deal for #Valencia striker Rodrigo Moreno this summer, according to reports https://t.co/QQfEutOuHU",neutral
"Birmingham say they have ""put measures in place to ensure future spending is within acceptable limits"" as nine-poin https://t.co/g67DoTKCOY",neutral
@greelyranger @Sportsnet @reporterchris @CircleKOntario Its comments like that that piss off the entire country.  L https://t.co/40MgLhaWVQ,neutral
Disappointed with no #swfc football but #England shirt on ready for tonights match #comeonengland #threelions #westillbelieve,neutral
" As you'd expect, given the language, Neymar has been charged by UEFA for his comments made after PSG's loss to Ma https://t.co/BZvin2bFIZ",neutral
@FeldyMNB At least he has the kid playing baseball and not football. Thats one for the pros column.,neutral
"Jesus. Talk about getting ahead of yourself.

BBC Sport - England v Czech Republic: Could evolution push World Cup https://t.co/uxvo7KdCNS",neutral
@ClydeSSB Scottish football is a joke and it shows in the national side! Scotland need to invest big in the grass r https://t.co/ZDvRIDG92L,negative
Re: previous tweet. Some of the worst people I've ever come across are jesters hat wearers at football. I went on a https://t.co/PXfCxORwWd,negative
@Football__Tweet @SuperSaiyanKhan That was just poor fucking shit defending.,negative
Tunisia vs Swaziland Football [HD] Online Stream - 22-Mar - (CAF) Africa Cup of Nations https://t.co/K7YQkXjOg9,neutral
Tunisia vs Swaziland Football[HIRES] Online Stream - 22-Mar - (CAF) Africa Cup of Nations https://t.co/7HYz5vdEFw,neutral
Bearcats are a football school,neutral
Arizona Cardinals meet with two receiver prospects - National Football League News - https://t.co/OW2fCpkaFv https://t.co/ZG5ScyY78Q,neutral
@RASterban Enjoyed your alls concert in Salem last week. In 89 (I think) I had a chance to meet you when you pick https://t.co/LBndqqmlOK,positive
Another excellent evening for the girls football team! 1-0 and 3-0 wins against Churctown Primary. ,positive
"i've never listed to this band and yet it annoys me af because a few years ago when i regularly searched ""bvb"" on t https://t.co/bSS8q6Sx8A",negative
@drury000 @BartonTownCC @lincscga @HmSeedsAmenity @AllettMowers @LincsCricket @LincsLive I've given up until footba https://t.co/mNroXPwBvc,neutral
"Do you want to see the Forest #Legend that did this? Well now's your chance!
An evening with @Peter_Shilton will ta https://t.co/iSJ0e2ucXy",positive
"WOW! All Star Sports classes keep our stars  moving! We learn skill, drills, and teamwork and we have FUN! https://t.co/niAjmzbFq8",positive
@_BrandonNelson @Kevin_Dawkins_ 1 will play at UNC. 1 is Jordan Mitchell who is undecided. 3 playing football in th https://t.co/4isk4rlcBQ,neutral
About to play football. Who should i celebrate like if i score,neutral
@joearrigo @mikie_v SMH... might just want to stick to Football....#Clueless,negative
The football programs chance to be elite is long since last and will never happen again https://t.co/yVWTs6GgYr,neutral
@IBM___ @robbb32 No way you really believe what you just said .. imma have to say you dont even watch football to https://t.co/sm0wMj3OS5,negative
@minimac81 @SadiqKhan there corrupt wankers lisa there quite happy to lock football lads up for a few years for having a punch up ,positive
@PilotB2 College station.....Texas am football games....every touchdown...please and thank you,positive
Super Jon Walters all The Best after  his decision  retire .from football A Top Guy and Player Loved it when he took penaltiesTGBoy,positive
"@Socratic_Dojo For it. Football is a sport, not a political discussion on the place of men/women in modern society. Fairly simple stuff.",neutral
"@Espngreeny If I tried to count all the names I was called by coaches over 14 years of wrestling, 5 of football etc https://t.co/X5NmHpM2HP",negative
